,time,anomaly,cyber,position1,current1,speed1,voltage1,position2,current2,speed2,voltage2,position3,current3,speed3,voltage3,position4,current4,speed4,voltage4,position5,current5,speed5,voltage5,cmd pos1,cmd pos2,cmd pos3,cmd pos4,cmd pos5,cmd spd1,cmd spd2,cmd spd3,cmd spd4,cmd spd5
0,0.0,-1,0,-3,113,0,12064,-9,487,0,12079,2,578,0,11623,2,0,0,11998,2,0,0,11988,-3,-9,2,2,2,4,4,4,4,4
1,0.3994932174682617,-1,0,-3,107,0,12065,-9,484,0,12086,2,467,0,11554,2,0,0,12004,2,0,0,11988,-3,-9,2,2,2,4,4,4,4,4
2,0.798997163772583,-1,0,-2,123,1,12065,-9,546,0,12085,2,553,0,11564,2,0,0,11995,2,0,0,11988,775,0,0,0,0,4,4,4,4,4
3,1.1995408535003662,-1,0,93,185,3,12012,-9,455,0,12017,2,560,0,11642,2,0,0,12006,2,0,0,11993,775,0,0,0,0,4,4,4,4,4
4,1.5990054607391357,-1,0,188,195,4,12038,-8,519,0,12074,2,459,0,11618,2,0,0,11997,2,0,0,11949,775,-220,49,-31,-640,4,4,4,4,4
5,1.9982712268829346,-1,0,283,195,4,12037,-9,509,0,12065,2,368,0,11610,2,0,0,11997,2,0,0,11965,775,-220,49,-31,-640,4,4,4,4,4
6,2.3976871967315674,-1,0,378,173,5,12050,-9,363,0,12082,2,556,0,11615,2,0,0,11995,2,0,0,11967,775,-220,49,-31,-640,4,4,4,4,4
7,2.797067403793335,-1,0,474,231,4,12031,-9,482,0,12033,2,570,0,11642,2,0,0,11996,2,0,0,11974,775,-220,49,-31,-640,4,4,4,4,4
8,3.197779417037964,-1,0,570,146,4,12042,-9,409,0,11997,2,561,0,11621,2,0,0,11991,2,0,0,11981,775,-220,49,-31,-640,4,4,4,4,4
9,3.5969464778900146,-1,0,666,169,4,12037,-9,495,0,12008,2,505,0,11630,2,0,0,11988,2,0,0,11966,775,-220,49,-31,-640,4,4,4,4,4
10,3.996389865875244,-1,0,761,161,2,12024,-9,347,0,12070,2,556,0,11614,2,0,0,11993,2,0,0,11980,775,-220,49,-31,-640,4,4,4,4,4
11,4.395776271820068,-1,0,776,159,0,12065,-9,538,0,12073,2,528,0,11628,2,0,0,12005,2,0,0,11984,775,-220,49,-31,-640,4,4,4,4,4
12,4.795157194137573,-1,0,776,37,0,12043,-51,554,-4,11994,50,0,0,12085,-28,149,0,11918,-42,121,-3,11954,775,-220,49,-31,-640,4,4,4,4,4
13,5.194640398025513,-1,0,776,62,0,12047,-155,516,-3,11999,49,577,0,11497,-28,96,0,11949,-139,34,-3,11939,775,-220,49,-31,-640,4,4,4,4,4
14,5.593944787979126,-1,0,776,145,0,12049,-222,600,0,12031,49,499,0,12120,-28,88,0,12008,-237,84,-2,11971,775,-525,158,-182,-632,4,4,4,4,4
15,5.9934303760528564,-1,0,776,62,0,12058,-222,248,0,12011,48,544,0,11593,-28,47,0,11947,-333,143,-3,11961,775,-525,158,-182,-632,4,4,4,4,4
16,6.392807960510254,-1,0,776,114,0,12052,-222,308,0,12012,48,407,0,11587,-28,59,0,11931,-429,63,-4,11910,775,-525,158,-182,-632,4,4,4,4,4
17,6.792247772216797,-1,0,776,70,0,12023,-222,380,0,12014,48,478,0,11585,-28,21,0,11977,-526,109,-3,11950,775,-525,158,-182,-632,4,4,4,4,4
