,time,anomaly,cyber,position1,current1,speed1,voltage1,position2,current2,speed2,voltage2,position3,current3,speed3,voltage3,position4,current4,speed4,voltage4,position5,current5,speed5,voltage5,cmd pos1,cmd pos2,cmd pos3,cmd pos4,cmd pos5,cmd spd1,cmd spd2,cmd spd3,cmd spd4,cmd spd5
0,0.0,-1,0,1,0,0,12060,7,409,0,12038,8,534,0,11572,2,0,0,11986,2,0,0,11994,1,7,8,2,2,60,60,60,60,60
1,0.39920473098754883,-1,0,1,0,0,12060,7,368,0,12045,8,472,0,11579,2,0,0,11957,2,0,0,11988,1,7,8,2,2,60,60,60,60,60
2,0.7985677719116211,-1,0,1,0,1,12033,5,402,0,12015,5,436,0,11578,2,0,0,12009,2,1,0,11861,775,0,0,0,0,4,4,4,4,4
3,1.1992802619934082,-1,0,48,179,5,12021,5,654,0,11757,5,503,0,11475,2,69,0,11919,2,88,0,11933,775,0,0,0,0,4,4,4,4,4
4,1.5987231731414795,-1,0,151,195,4,12024,5,488,0,11782,5,580,0,11442,2,95,0,11940,2,80,0,11923,775,-18,280,-12,-341,4,4,4,4,4
5,1.9979612827301025,-1,0,247,191,4,12029,5,573,0,11825,5,533,0,11478,2,6,0,11905,2,32,0,11857,775,-18,280,-12,-341,4,4,4,4,4
6,2.397320032119751,-1,0,341,219,4,12016,5,509,0,11806,5,639,0,11491,2,61,0,11903,2,101,0,11882,775,-18,280,-12,-341,4,4,4,4,4
7,2.7966017723083496,-1,0,436,197,4,11986,5,464,0,11833,5,625,0,11503,2,125,0,11963,2,29,0,11885,775,-18,280,-12,-341,4,4,4,4,4
8,3.196059465408325,-1,0,532,218,5,11947,5,474,0,11849,5,655,0,11431,2,9,0,11926,2,96,0,11933,775,-18,280,-12,-341,4,4,4,4,4
9,3.595447063446045,-1,0,627,229,5,11965,5,453,0,11858,5,642,0,11420,2,14,0,11921,2,35,0,11880,775,-18,280,-12,-341,4,4,4,4,4
10,3.9947280883789062,-1,0,724,169,4,12027,5,456,0,11869,5,648,0,11480,2,17,0,11949,2,97,0,11835,775,-18,280,-12,-341,4,4,4,4,4
11,4.394197225570679,-1,0,768,10,0,11885,5,627,0,11882,5,520,0,11492,2,8,0,11932,2,33,0,11921,775,-18,280,-12,-341,4,4,4,4,4
12,4.794847726821899,-1,0,768,101,0,12002,5,577,0,11858,5,678,0,11493,2,129,0,11901,1,93,0,11916,775,-18,280,-12,-341,4,4,4,4,4
13,5.194209098815918,-1,0,769,26,0,12044,-21,643,0,11890,24,460,4,12084,-10,52,0,11856,-34,83,-3,11911,775,-18,280,-12,-341,4,4,4,4,4
14,5.593718528747559,-1,0,768,75,0,12053,-22,460,0,11921,119,185,4,12122,-10,83,0,11946,-130,93,-3,11973,775,-18,280,-12,-341,4,4,4,4,4
15,5.993128776550293,-1,0,768,90,0,12049,-22,500,0,11930,214,146,4,12140,-10,49,0,11975,-227,128,-3,11984,775,-581,429,-455,-574,4,4,4,4,4
16,6.392740488052368,-1,0,768,93,0,12055,-23,454,0,11912,276,231,0,11825,-10,84,0,11949,-323,91,-3,11856,775,-581,429,-455,-574,4,4,4,4,4
17,6.791703701019287,-1,0,769,143,0,12047,-22,381,0,11919,276,601,0,11692,-10,21,0,11924,-344,0,0,11977,775,-581,429,-455,-574,4,4,4,4,4
18,7.191168308258057,-1,0,768,91,0,12063,-92,600,-3,11979,351,276,4,12036,-89,84,-3,11947,-424,96,-3,11953,775,-581,429,-455,-574,4,4,4,4,4
19,7.591790199279785,-1,0,769,52,1,12056,-187,554,-3,11974,429,152,0,12133,-185,138,-3,11977,-521,79,-3,11939,775,450,300,-700,-600,4,4,4,4,4
20,7.991077184677124,-1,0,769,51,0,12051,-288,572,-3,11935,430,596,0,11805,-281,123,-2,11932,-573,0,0,11953,775,450,300,-700,-600,4,4,4,4,4
21,8.390438318252563,-1,0,768,42,0,12064,-386,553,-3,11960,430,482,0,11726,-378,122,-3,11932,-573,0,0,11974,775,450,300,-700,-600,4,4,4,4,4
22,8.789802551269531,-1,0,768,64,0,12061,-487,386,-4,11942,430,582,0,11648,-459,91,0,11958,-573,0,0,11976,775,450,300,-700,-600,4,4,4,4,4
23,9.189191102981567,-1,0,768,68,0,12058,-595,287,0,12027,429,524,0,11559,-460,0,0,12008,-573,0,0,11884,775,450,300,-700,-600,4,4,4,4,4
24,9.589846849441528,-1,0,768,53,1,12059,-594,303,1,12048,428,471,0,11639,-459,0,0,12007,-573,0,0,11953,775,450,300,-700,-600,4,4,4,4,4
25,9.98933744430542,-1,0,768,107,0,12052,-523,230,4,11681,356,648,-3,11652,-533,159,-4,11954,-602,0,0,11900,775,450,300,-700,-600,4,4,4,4,4
26,10.388597011566162,-1,0,768,139,1,12017,-422,373,2,11730,301,621,0,11574,-630,140,-3,11983,-602,0,0,11979,775,650,50,-620,-600,4,4,4,4,4
27,10.787973165512085,-1,0,768,117,0,12020,-327,191,5,12027,301,572,0,11570,-699,49,0,12007,-602,0,0,11941,775,650,50,-620,-600,4,4,4,4,4
28,11.187562942504883,-1,0,769,73,1,12070,-230,386,4,11993,301,570,0,11557,-698,31,0,11988,-602,0,0,11985,775,650,50,-620,-600,4,4,4,4,4
29,11.586757898330688,-1,0,769,87,0,12056,-132,61,4,12031,301,562,0,11566,-698,38,0,12010,-602,0,0,11998,775,650,50,-620,-600,4,4,4,4,4
30,11.987230777740479,-1,0,768,73,0,12057,-35,241,4,12043,301,490,0,11567,-698,44,0,12008,-602,0,0,11946,775,650,50,-620,-600,4,4,4,4,4
31,12.386758804321289,-1,0,768,111,1,12065,65,244,5,12046,301,534,0,11576,-698,106,0,12020,-602,0,0,12015,775,650,50,-620,-600,4,4,4,4,4
32,12.786073923110962,-1,0,768,121,0,12060,165,0,4,12052,301,528,0,11575,-698,54,0,12018,-602,0,0,11998,775,650,50,-620,-600,4,4,4,4,4
33,13.18539023399353,-1,0,768,104,1,12059,261,198,4,12026,301,510,0,11565,-698,49,0,12002,-602,0,0,11903,775,650,50,-620,-600,4,4,4,4,4
34,13.586076736450195,-1,0,768,148,1,12051,359,235,4,12034,301,577,0,11456,-698,90,0,12005,-602,0,0,11989,775,650,50,-620,-600,4,4,4,4,4
35,13.9853515625,-1,0,768,78,0,12036,464,144,0,12048,298,374,0,12027,-698,17,0,11972,-602,0,0,11962,775,650,50,-620,-600,4,4,4,4,4
36,14.384846210479736,-1,0,768,109,1,12030,463,529,0,11684,296,372,0,12034,-698,95,0,12003,-599,0,0,11989,775,650,50,-620,-600,4,4,4,4,4
37,14.784195184707642,-1,0,768,88,0,12065,463,562,0,11762,296,228,1,12116,-698,56,0,11996,-599,0,0,12000,775,650,50,-620,-600,4,4,4,4,4
38,15.184839487075806,-1,0,769,78,0,12029,464,536,0,11740,296,321,0,12115,-698,103,0,11995,-599,0,0,11976,775,650,50,-620,-600,4,4,4,4,4
39,15.5841703414917,-1,0,769,134,0,12053,482,584,4,12026,272,211,-4,11651,-695,100,3,12014,-599,0,0,12012,775,650,50,-620,-600,4,4,4,4,4
40,15.983545064926147,-1,0,769,114,0,12065,579,233,3,12037,177,511,-4,11687,-623,48,0,11938,-599,0,0,11987,775,650,50,-620,-600,4,4,4,4,4
41,16.382872581481934,-1,0,768,138,0,12060,650,423,0,11935,85,555,-4,11658,-623,0,0,11958,-603,0,0,11986,775,650,25,-620,-200,4,4,4,4,4
42,16.782339572906494,-1,0,768,102,0,12069,650,606,0,11735,49,328,0,12142,-623,0,0,11972,-603,0,0,11997,775,650,25,-620,-200,4,4,4,4,4
43,17.18175172805786,-1,0,768,58,0,12061,651,663,0,11803,49,428,0,12127,-623,0,0,11998,-603,0,0,11993,775,650,25,-620,-200,4,4,4,4,4
44,17.5831561088562,0,0,769,59,1,12065,652,533,0,11894,25,342,0,12086,-623,0,0,11988,-529,126,5,11966,775,650,25,-620,-200,4,4,4,4,4
45,17.981619119644165,0,0,769,40,0,12058,651,624,0,11867,25,313,0,12051,-623,0,0,11971,-434,64,4,11960,-100,-247,153,-456,-200,4,4,4,4,4
